institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
Weizmann Institut,21.04.2025,שפה מעבר למלים,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12235,mixed,yes,no,inter-university;international,linguistics;artificial intelligence;prosody research;AI development;emotional understanding,The article discusses both international collaboration in research and the unique computational advancements made.,974
Weizmann Institut,10.04.2025,"""גשרים של הבנה וחדשנות""",https://heb.wis-wander.weizmann.ac.il/campus/n-12230,cooperative,yes,no,international,collaboration;education;healthcare;public_health,The article emphasizes international collaboration between Israeli institutions and African participants for advanced research and training.,1028
Weizmann Institut,10.04.2025,המתג הגנטי שמחזיר את תאי החיסון לקרב,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12231,cooperative,yes,no,industry;cancer research;AI applications,The article highlights the collaborative efforts with industry partners to develop new cancer treatments.,ERR,867
Weizmann Institut,01.04.2025,כל צבעי הרקמה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12228,mixed,yes,yes,inter-university,AI;biotechnology;protein labeling;microscopy,The article discusses both a significant technological breakthrough and collaboration with another university.,843
Weizmann Institut,27.03.2025,כיוון חדש למלחמה בסרטן: לגרום לו להפליל את עצמו,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12226,cooperative,yes,no,industry;cancer research;innovation,The article highlights collaboration between Weizmann Institute and various international academic and research institutions.,ERR,1075
Weizmann Institut,20.03.2025,ימותו ולא ילמדו: השיעור שתולעים זכרים מסרבים להפנים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12224,neutral,no,no,none,neuroscience;genetics;gender differences,No signs of competition or collaboration were found.,959
Weizmann Institut,13.03.2025,חומרים בצומת דרכים,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12222,mixed,yes,yes,international,quantum physics;laser technology;material science;international collaboration,The article highlights both collaborative international research efforts and innovative advancements in laser applications.,667
Weizmann Institut,05.03.2025,מנגנון חיסוני חדש התגלה בפח האשפה התאי,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12220,cooperative,yes,no,inter-university,research;immunology;biotechnology,The article highlights collaboration between multiple academic institutions in immunological research.,993
Weizmann Institut,27.02.2025,שביתת הבזק של החלבונים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12218,cooperative,yes,no,international,genetics;research methodologies;disease understanding,The article highlights collaboration among multiple researchers and institutes for genetic research.,722
Weizmann Institut,18.02.2025,"שתי דרכים ללב שבור, שתי דרכים לריפוי",https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12216,mixed,yes,yes,inter-university,cardiology;research;innovation,The article highlights both collaborative research efforts and innovative discoveries in cardiac treatments.,973
Weizmann Institut,13.02.2025,גן מקלט,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12214,cooperative,yes,no,industry;inter-university;international,environmental conservation;education,The article emphasizes cooperation between various institutions for plant conservation projects.,1202
Weizmann Institut,11.02.2025,"דור העתיד של רופאים-חוקרים יוצא לדרך:  המל""ג אישר את בית-הספר החדש לרפואה של מכון ויצמן למדע",https://heb.wis-wander.weizmann.ac.il/campus/n-12212,cooperative,yes,no,inter-university;industry;international,medical education;innovation;public health;biomedical research,The article emphasizes collaboration between academic and medical institutions to develop a new medical education program.,739
Weizmann Institut,06.02.2025,למשוך בזנב החלבון,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12210,neutral,no,no,none,biology;genetic diseases;protein research,No signs of competition or collaboration were found.,681
Weizmann Institut,04.02.2025,פרופ' יונינה אלדר – כלת פרס ישראל בתחום ההנדסה,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-12208,competitive,no,yes,none,awards;engineering;signal processing;social contribution;AI,The article emphasizes Prof. Eldar's prestigious award and her groundbreaking contributions in her field.,314
Weizmann Institut,20.01.2025,אנחנו יודעים מה אכלת: השיטה שחושפת את סודות מערכת העיכול,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12205,cooperative,yes,no,institutional,research;medicine;innovation;microbiome,The article highlights the collaborative efforts among scientists to develop a novel method to map proteins in the human gut.,1095
Weizmann Institut,09.01.2025,סוללים את הדרך לסוללות העתיד,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12204,neutral,no,no,none,technology;research;chemistry,No signs of competition or collaboration were found.,833
Weizmann Institut,05.01.2025,מכון ויצמן למדע עובר ל-100% חשמל ירוק,https://heb.wis-wander.weizmann.ac.il/campus/n-12201,competitive,no,yes,none,sustainability;renewable energy;environmental responsibility,The article highlights the institute's leading position in sustainability efforts.,393
Weizmann Institut,23.12.2024,נמלים נגד בני-אדם: אתגר המבוך,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12199,mixed,yes,yes,inter-university;evolutionary_biology;collaborative_research;human_behavior;competition,The article highlights both a collaboration between researchers from different universities and a competition between ants and humans.,ERR,843
Weizmann Institut,25.11.2024,קח עוד שאיפה מן הזמן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12198,neutral,no,no,none,biology;medicine;research,No signs of competition or collaboration were found.,800
Weizmann Institut,18.11.2024,לתפוס את המודל בגרונו,https://heb.wis-wander.weizmann.ac.il/computer-science-math/n-12195,neutral,yes,no,none,biology;modeling;research advancement,The article is informative about research advancements without highlighting competition or explicit cooperation.,941
Weizmann Institut,11.11.2024,"""שמונה דוגמאות מזהירות של מצוינות""",https://heb.wis-wander.weizmann.ac.il/campus/n-12193,cooperative,yes,yes,inter-university;international,awards;philanthropy;collaboration;recognition,The article emphasizes both cooperation through international involvement and recognition of excellence.,3152
Weizmann Institut,04.11.2024,לשרוף את הגשרים של הסרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12192,mixed,yes,yes,inter-university,immunology;cancer research;innovation,The article discusses both a cooperative research partnership and the development of a specific competitive treatment.,750
Weizmann Institut,28.10.2024,להישיר מבט אל הגביש האפל של טפיל המלריה,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12190,cooperative,yes,no,international,malaria;crystallography;international collaboration;disease research;drug development,The article highlights international partnerships and collaborative research in malaria treatment development.,1294
Weizmann Institut,21.10.2024,לפתוח סתימות במערכת החיסונית,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12187,cooperative,yes,yes,inter-university,aging;immunotherapy;chronic diseases;cellular biology;collaborative research,The article emphasizes collaborative research efforts and innovative approaches to tackling age-related diseases through partnerships and shared discoveries.,782
Weizmann Institut,14.10.2024,ריפוי גנטי במתכון משופר,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12186,mixed,yes,yes,inter-university,research;genetics;innovation;collaboration;disease,The article highlights both competition in developing a novel therapy and cooperation between research groups.,822
Weizmann Institut,10.10.2024,העקרב והספוג מציגים: חומר למחשבה,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12184,neutral,no,no,none,sustainability;materials engineering;biomimicry,No signs of competition or collaboration were found.,830
Weizmann Institut,30.09.2024,המצוד אחר נגיפי ענק באוקיינוס,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12182,mixed,yes,yes,inter-university,environmental impact;giant viruses;marine biology;RNA sequencing,The article discusses both innovative research and an international collaboration.,855
Weizmann Institut,26.09.2024,בטיפול זוגי,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12179,neutral,no,no,none,bacteria;research methods;immune response,No signs of competition or collaboration were found.,638
Weizmann Institut,23.09.2024,נחשף ספר המתכונים הסודי של בעלי-החיים ליצירת גבישים צבעוניים ורבי שימושים,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12178,cooperative,yes,no,inter-university,biology;crystallography;zebrafish,The article emphasizes collaboration among multiple researchers and research disciplines to solve the puzzle of crystal formation in zebrafish.,972
Weizmann Institut,19.09.2024,סדר עולמי חלש,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12176,neutral,no,no,none,climate change;atmospheric science;human impact,No signs of competition or collaboration were found.,618
Weizmann Institut,16.09.2024,מחושך לאור,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12174,mixed,yes,yes,inter-university,photosynthesis;climate change;genetic engineering;electron microscopy,The article highlights collaboration in research along with competitive scientific discoveries.,639
Weizmann Institut,11.09.2024,"""אתן ואתם התקווה שלנו!""",https://heb.wis-wander.weizmann.ac.il/campus/n-12171,neutral,no,no,none,graduation;challenges;israel events,No signs of competition or collaboration were found.,1128
Weizmann Institut,09.09.2024,"מהר יותר, חזק יותר",https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12170,mixed,yes,yes,inter-university,research;immunotherapy;cancer treatment,The article details both collaboration in research and innovative medical advancements.,1115
Weizmann Institut,05.09.2024,"ירוק, קשיח, גמיש ואפילו אכיל",https://heb.wis-wander.weizmann.ac.il/chemistry/n-12168,neutral,yes,no,inter-university,environmental science;material science;innovation,The article primarily focuses on research and development without direct competitive claims.,562
Weizmann Institut,03.09.2024,לפרוץ את גבולות התא,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12166,cooperative,yes,no,international,genetic engineering;artificial cells;international collaboration,The article highlights collaboration with German and American institutions.,728
Weizmann Institut,28.08.2024,לקלף את השכבות מגידולי המוח,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12164,cooperative,yes,no,international,cancer research;brain tumors;single-cell sequencing;genetic research;collaborative study,The article highlights a collaboration between the Weizmann Institute and Massachusetts General Hospital for research on brain cancer.,1427
Weizmann Institut,27.08.2024,איכות המחקר במכון ויצמן למדע – בעשירייה הפותחת של המוסדות האקדמיים בעולם,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-12162,competitive,no,yes,none,rankings;research excellence;higher education,The article emphasizes the institute's high rankings in global evaluations.,200
Weizmann Institut,26.08.2024,גילוי מפעים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12159,mixed,yes,yes,industry;medical research;cardiovascular diseases;drug repurposing,The article highlights both cooperative efforts in research and challenges due to patent expiration, indicating a mix of cooperation and competition.,837
Weizmann Institut,22.08.2024,עתיד נטול עופרת,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12157,cooperative,yes,no,inter-university,environment;materials science;research,The article highlights collaborative research involving multiple universities and researchers.,736
Weizmann Institut,20.08.2024,הריקוד המוזר של יון ואטום,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12155,neutral,yes,no,none,quantum physics;classical physics;experimental research,The article is informative and mainly presents experimental findings with no emphasis on collaboration or competition.,712
Weizmann Institut,15.08.2024,הזיות של קקטוסים: נחשפו סודות הייצור של מסקלין – סם הזיה טבעי בעל פוטנציאל טיפולי,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12154,cooperative,yes,no,industry,psychedelics;biotechnology;mental health;environment,The article emphasizes collaboration for sustainable production of mescaline for research and pharmaceutical development.,884
Weizmann Institut,07.08.2024,לנווט בדרכי העיכול,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12152,cooperative,yes,no,inter-university,research;intestinal mapping;collaboration,The article highlights collaboration between Weizmann Institute and Sheba Medical Center in groundbreaking research.,1035
Weizmann Institut,31.07.2024,תאי החיסון שהתגלו מתחת לאף,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12149,neutral,yes,no,none,immunology;vaccines;nasal immunity,The article primarily reports on a scientific discovery rather than emphasizing cooperation or competition.,818
Weizmann Institut,17.07.2024,לזנב בנגיפים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12147,mixed,yes,yes,inter-university,bacterial defense;genetic research;immune system evolution;ubiquitin-like proteins,The article discusses both a cooperative research effort and competitive discoveries in bacterial immune systems.,632
Weizmann Institut,15.07.2024,הביצית המופרית ומלחמתה בפטריארכיה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12146,mixed,yes,no,none,research;genetics;mitochondria;fertility;fruit flies;gender dynamics,The article highlights a scientific discovery without a dominant tone of competition or cooperation.,960
Weizmann Institut,12.07.2024,לנעוץ סיכה בגידול,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12143,neutral,yes,no,industry,cancer research;protein study,The article highlights research but doesn't emphasize competition or collaboration.,826
Weizmann Institut,23.06.2024,להאיר את הממאיר,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12142,cooperative,yes,no,inter-university,medical research;pancreatic cancer;MRI;innovation,The article highlights a collaborative effort between researchers within the institute for developing a new imaging method.,811
Weizmann Institut,18.06.2024,ענקית הווידאו,https://heb.wis-wander.weizmann.ac.il/computer-science-math/n-12140,mixed,yes,yes,industry;AI;machine learning;video processing;computer vision,The article discusses both the collaborative work between academia and industry, as well as the competitive aspect of AI advancements and achievements.,1386
Weizmann Institut,10.06.2024,שומר היער,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12137,mixed,yes,yes,inter-university,neuroscience;pain research;genetic engineering;collaboration,The article discusses both the competitive aspect of a unique scientific discovery and collaboration with another university.,800
Weizmann Institut,06.06.2024,כשחלקיק אור רואה את האור,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12135,neutral,no,no,none,quantum mechanics;photonics;vortex formation,No signs of competition or collaboration were found.,741
Weizmann Institut,02.06.2024,לפתוח פה קטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12133,neutral,no,no,none,cellular processes;autophagy;disease research,The article is purely informational,705
Weizmann Institut,01.06.2024,מהמוח ועד הזנב,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12131,mixed,yes,yes,inter-university,stem cells;organ development;neuroscience;microfluidic technology,The article highlights both cooperation between different institutions and innovative competitive technology development.,898
Weizmann Institut,28.05.2024,חיידקים נגד מוטנטים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12129,cooperative,yes,no,industry;international,cellular biology;genetic engineering;research collaboration,The article discusses international and industry collaboration for research using engineered bacteria to understand multicellular defense mechanisms.,1069
Weizmann Institut,21.05.2024,"""במלה אחת: דמוקרטיה""",https://heb.wis-wander.weizmann.ac.il/campus/n-12128,neutral,no,no,none,civic engagement;democracy;international relations,The article is informative and does not emphasize collaboration or competition.,899
Weizmann Institut,19.05.2024,"על מצוינות, חוסן וחריצות: אלה הם מקבלי תואר דוקטור לשם כבוד של מכון ויצמן למדע",https://heb.wis-wander.weizmann.ac.il/campus/n-12125,cooperative,yes,no,inter-university,awards;academic-achievements;collaboration;philanthropy;science;inclusion,The article emphasizes the collaboration between recipients and the Weizmann Institute for societal contributions.,2520
Weizmann Institut,30.04.2024,ירושלים של פחמן: תיארוך נרחב ומדויק של העיר בתקופת ממלכת יהודה,https://heb.wis-wander.weizmann.ac.il/scientific-archaeology/n-12124,cooperative,yes,no,inter-university;international,archaeology;historical research;scientific methods,The article highlights collaboration between multiple academic institutions in conducting archaeological research.,1079
Weizmann Institut,21.04.2024,טריפ של דגים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12120,cooperative,yes,no,inter-university,research;mental health;neuroscience,The article highlights collaboration among researchers for advancing understanding of psychedelic drugs.,963
Weizmann Institut,15.04.2024,דור העתיד של רופאים-חוקרים,https://heb.wis-wander.weizmann.ac.il/magazine/n-12117,cooperative,yes,no,industry;inter-university,education;medical research;innovation,The article emphasizes the collaboration between Weizmann Institute and the Gotwirt Foundation in establishing a new medical school.,908
Weizmann Institut,11.04.2024,איך שריר נולד,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12115,cooperative,yes,no,inter-university,biological processes;machine learning;stem cells;muscle tissue,The article highlights collaboration between Weizmann Institute and Ben-Gurion University to develop a computational model.,1090
Weizmann Institut,03.04.2024,המרוץ לצמרת של עכבר הבר,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12113,mixed,yes,yes,inter-university,neuroscience;animal behavior;social hierarchies;research methods,The article discusses both the collaborative research efforts and highlights findings about competitive behaviors in social hierarchies.,802
Weizmann Institut,27.03.2024,סופרנובה של פעם בחיים: מיפוי חסר תקדים של התפוצצות כוכב,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12111,cooperative,yes,no,international,astronomy;collaboration;supernova,The article highlights collaboration with NASA and the use of an international telescope for data collection.,823
Weizmann Institut,18.03.2024,שמר נגד שמר: תחרות בריאה בין מינים פטרייתיים שונים במעי עשויה להגן מפני זיהומים מסכני חיים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12109,mixed,yes,yes,inter-university,science;healthcare;microbiology;fungal infections;immunology,The article discusses both the discovery of a promising yeast that competes with harmful fungi and the competitive nature of the scientific discovery process.,651
Weizmann Institut,08.03.2024,איך יודע חיידק שהגיע הזמן?,https://heb.wis-wander.weizmann.ac.il/space-physics/n-12107,mixed,yes,yes,inter-university;international,models;research;collaboration;innovation;methodology;scientific_findings,The article discusses both scientific collaborations and the innovation of statistical methods to resolve conflicting models in bacterial cell cycle research.,985
Weizmann Institut,26.02.2024,לקראת טיפול בהנטינגטון: שתי מולקולות קטנות עשויות לחולל מהפכה גדולה בטיפול במחלה חשוכת מרפא,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12105,mixed,yes,yes,industry,neuroscience;drug discovery;blood-brain barrier,The article highlights collaboration in drug discovery while also emphasizing the innovation in overcoming treatment challenges.,944
Weizmann Institut,14.02.2024,חלבונים ללא הורים,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12103,cooperative,yes,no,international,academic collaboration;protein research;AI in biology;cross-cultural education,The article emphasizes international academic collaboration between Israeli professors and Chinese students.,1328
Weizmann Institut,08.02.2024,במחילת הארנב,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12102,neutral,yes,no,industry,embryonic development;model organisms;genetic research,No signs of competition were found,955
Weizmann Institut,02.02.2024,מאיפה מפריש הדג: בחזרה למקורות של יותרת המוח,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12100,mixed,yes,yes,inter-university,research;neuroscience;genetics;collaboration;innovation,The article discusses both a collaboration with an international researcher and challenges an established scientific doctrine.,829
Weizmann Institut,25.01.2024,להאניש את השליח,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12098,cooperative,yes,no,inter-university;industry,biomedical research;antibody design;collaboration;computational biology,The article highlights collaboration with other research groups and emphasizes teamwork in developing the new algorithm.,889
Weizmann Institut,18.01.2024,ביחד ננצח: שילוב כוחות בין תאי המערכת החיסונית עשוי להוביל לטיפולים משופרים בסרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12095,cooperative,yes,no,industry,immunotherapy;cancer research;immune system,The article emphasizes collaboration between scientists to develop new immunotherapy treatments.,1001
Weizmann Institut,14.01.2024,גיבורים מקומיים,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12093,mixed,yes,yes,international;agriculture;resilience;crisis management;global awareness,The article highlights both collaborative research and efforts to raise international awareness, and also emphasizes the resilience and continuation of research under conflict conditions.,898
Weizmann Institut,09.01.2024,תרופות במבחן האבולוציה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12092,mixed,yes,yes,international,research;viruses;treatment;innovation,The article discusses both the innovation of a new drug and the collaborative research with Harvard University.,795
Weizmann Institut,21.12.2023,בדמעות שאת בוכה: הרחת דמעות של נשים מפחיתה תוקפנות בגברים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12088,cooperative,yes,no,inter-university,neuroscience;biology;behavioral studies,The article highlights collaboration between Weizmann Institute and Duke University for joint research.,830
Weizmann Institut,14.12.2023,למה חולי סוכרת רגישים יותר לזיהומים בדרכי הנשימה?,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12085,cooperative,yes,no,inter-university,diabetes;immune response;collaborative research;respiratory infections,The article highlights collaboration among various institutions to uncover immune dysfunction in diabetics.,746
Weizmann Institut,12.12.2023,גשם כבד עומד ליפול,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12082,neutral,no,no,none,climate science;weather patterns;research advancements,No signs of competition or collaboration were found.,854
Weizmann Institut,08.12.2023,עד כאן,https://heb.wis-wander.weizmann.ac.il/magazine/n-12080,mixed,yes,yes,inter-university,antisemitism;free speech;university governance;US campuses;leadership crisis;academic response,The article mentions both the cooperation between various Israeli university presidents and the competitive stance against rising antisemitism and administrative failure on US campuses.,530
Weizmann Institut,03.12.2023,דיוקנה של הטראומה במוח צעיר: המנגנון העצבי שמשתבש כתוצאה מחשיפה לאירוע קשה בגיל רך,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12078,neutral,no,no,none,research;neuroscience;trauma,No signs of competition or collaboration were found.,915
Weizmann Institut,02.12.2023,התגלתה מחלה אוטואימונית הפוגעת בהתפתחות אמייל השן ונפוצה בקרב ילדים חולי צליאק,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12077,mixed,yes,yes,institutional;inter-university,autoimmune disease;enamel;research;children,The article discusses a collaborative research discovering a new disease but also highlights competition by addressing uniqueness and potential impacts on various fields.,898
Weizmann Institut,21.11.2023,היער הסולארי,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12075,neutral,yes,no,industry;none,environment;climate change;renewable energy;research,No signs of competition but emphasizes the importance of combined efforts in addressing climate change.,1008
Weizmann Institut,10.11.2023,שותפות COVID Moonshot מציגה: מפת דרכים לפיתוח מואץ של תרופות והתמודדות עם מגיפות עתידיות,https://heb.wis-wander.weizmann.ac.il/chemistry/n-12072,cooperative,yes,no,international,open science;collaborative research;drug discovery,The article highlights a global research collaboration for drug discovery against COVID-19.,982
Weizmann Institut,01.11.2023,דאגה עמוקה לנוכח מגמות בשיח האקדמי העולמי,https://heb.wis-wander.weizmann.ac.il/magazine/n-12070,neutral,no,no,none,international relations;academia,The letter expresses concern without indicating collaboration or competition.,457
Weizmann Institut,30.10.2023,קרן תמיכה לשעת חירום מטעם בית-הספר לתארים מתקדמים של מכון ויצמן למדע,https://heb.wis-wander.weizmann.ac.il/campus/n-12068,cooperative,yes,no,none,emergency support;student aid;community support,The article emphasizes the establishment of a support fund to aid students and post-docs during a national emergency.,191
Weizmann Institut,26.10.2023,"""בשבת בבוקר, מתוך התופת, דאגה מרסל לשלום בני שהוקפץ לבסיס""",https://heb.wis-wander.weizmann.ac.il/science-teaching/n-12066,neutral,no,no,none,education;tribute,No signs of competition or collaboration were found.,886
Weizmann Institut,16.10.2023,להתייצב נגד טרור ואלימות: קריאה לקהילה המדעית הבינלאומית,https://heb.wis-wander.weizmann.ac.il/campus/n-12026,mixed,yes,yes,institutional,solidarity;responsibility;scientific_community;international_affairs,The article conveys a message of solidarity and collective action within the scientific community while also addressing international misinformation and bias,522
Weizmann Institut,20.09.2023,זבל של סרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12023,mixed,yes,yes,inter-university,immunology;cancer research;proteasome study;immunotherapy implications,The article discusses both collaboration among researchers and the unique findings related to cancer treatment,1005
Weizmann Institut,06.09.2023,עובר חדש מופלא: מדעני מכון ויצמן למדע יצרו מודלים נאמנים למקור של עוברים אנושיים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12022,cooperative,yes,no,inter-university,genetics;embryonic development;stem cells;bioethics,The article highlights collaboration between multiple research institutions in developing artificial human embryo models.,1109
Weizmann Institut,31.08.2023,יש חדש תחת העָצָב,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12019,cooperative,yes,no,international,neuroscience;cellular_biology;protein_research,The article discusses international research collaboration on nerve regeneration involving multiple universities.,893
Weizmann Institut,17.08.2023,לשרוד עם 0% סוללה: התגלתה מערכת חיסונית שמרוקנת את התא מאנרגיה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12017,neutral,no,no,none,genetics;microbiology;immunology,No signs of competition or collaboration were found.,674
Weizmann Institut,14.08.2023,"חם יותר מהשמש: התגלה ננס חום לוהט במיוחד במרחק של כ-1,400 שנות אור מאיתנו",https://heb.wis-wander.weizmann.ac.il/space-physics/n-12015,mixed,yes,yes,inter-university,astronomy;exoplanets;research collaboration,The article highlights both the collaboration among multiple universities and the unique discovery of an extremely hot exoplanet.,683
Weizmann Institut,08.08.2023,סמן ביולוגי חדש עשוי לשפר את הטיפול בחולי סרטן ריאות,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12013,neutral,no,no,none,medical research;cancer treatment;scientific discovery,No signs of competition or collaboration were found.,867
Weizmann Institut,01.08.2023,מִצאו את ההבדלים: חשיפה ללחץ כרוני מפעילה תאים שונים במוחותיהם של נקבות וזכרים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12012,cooperative,yes,no,inter-university,life sciences;neuroscience;gender differences;open science,The article highlights a collaborative research project between Weizmann Institute and Max Planck Institute.,878
Weizmann Institut,31.07.2023,הבטן הרכה של הסידן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12009,neutral,no,no,none,genetics;obesity;research,No signs of competition or collaboration were found.,939
Weizmann Institut,23.07.2023,"""כמגדלור בים סוער""",https://heb.wis-wander.weizmann.ac.il/campus/n-12008,cooperative,yes,no,international,war;support;academic refuge;scientific integration;ethical responsibility;scholarly collaboration,The article highlights collaborative efforts to support scientists affected by war through international refuge and integration programs.,1159
Weizmann Institut,12.07.2023,החיידקים שטיפסו על עץ גבוה,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12006,cooperative,yes,no,industry,ecology;forestry;sustainability,The article emphasizes the collaboration between trees and bacteria,769
