institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BGU,25.03.2025,שכנות טובה: נחתם הסכם לשיתוף פעולה עם מרכז מצוינות מקפריסין,https://www.bgu.ac.il/articles/good-neighbors/,cooperative,yes,no,international,research;space;collaboration,The article emphasizes regional and international collaborations in space research.,196
BGU,25.03.2025,איך נולד מחקר בין תחומי?,https://www.bgu.ac.il/articles/how-interdisciplinary-research-is-born/,cooperative,yes,no,inter-university;international,interdisciplinary research;networking;academic collaboration,The article emphasizes inter-university collaboration initiatives led by Ben-Gurion University to promote interdisciplinary research.,376
BGU,24.03.2025,אירועי יום האישה 2025,https://www.bgu.ac.il/articles/womens-day-25/,competitive,no,yes,none,gender equality;awards;events,The article highlights the university's recognition in gender equality by a high-ranking council.,168
BGU,19.03.2025,מרכז יזמות 360 של האוניברסיטה זכה בפרס החדשנות של INSA לשנת 2024,https://www.bgu.ac.il/articles/yazamut-insa-2024/,competitive,yes,yes,industry;innovation;entrepreneurship;education,The article emphasizes the center's award and achievements in entrepreneurship education and innovation.,ERR,417
BGU,18.03.2025,פנטזיה במינון יתר: חלומות בהקיץ יכולים להיות בעיה גדולה משחשבתם,https://www.bgu.ac.il/articles/maladaptive-daydreaming/,mixed,yes,yes,inter-university,psychology;mental health;research,The article highlights both the collaborative effort between universities and the aim for significant recognition in psychiatric guidelines.,422
BGU,17.03.2025,"המל""ג הכירה באוניברסיטה כמוסד מצטיין בתחום ההוגנות המגדרית",https://www.bgu.ac.il/articles/bgu-rewarded-for-gender-equity/,mixed,yes,yes,none,gender equality;support for women;academic advancement,The article highlights both the university's achievements in gender equality and its initiatives for further collaboration and development.,280
BGU,17.03.2025,הגברים בוכים בלילה,https://www.bgu.ac.il/articles/men-cry-at-night-research/,cooperative,yes,no,inter-university,social issues;gender studies;psychology,The article highlights collaboration between Ben-Gurion University and Princeton University for research on gender roles.,761
BGU,13.03.2025,"השלכות מלחמת ""חרבות ברזל"" על מצוקה נפשית עלייה בקרב צעירים וצעירות ישראליים",https://www.bgu.ac.il/articles/significant-increase-in-levels-of-mental-distress-among-young-israeli-men-and-women/,neutral,no,no,none,psychological distress;resilience;public health,No signs of competition or collaboration were found.,584
BGU,10.03.2025,מה חשוב יותר בשומן התוך בטני- כמות או פרופורציה?,https://www.bgu.ac.il/articles/what-is-more-important-in-intra-abdominal-fat-quantity-or-proportion/,mixed,yes,yes,inter-university;international,nutrition;visceral_fat;health_research;collaboration,The article describes both a large cooperative research effort and scientific competition by addressing a debated topic in health research.,776
BGU,10.03.2025,מיקרוסופט והאוניברסיטה הכריזו של שיתוף פעולה מחקרי,https://www.bgu.ac.il/articles/microsoft-and-bgu-announce-collaboration-for-security-and-artificial-intelligence-research/,cooperative,yes,no,industry,AI;cybersecurity;innovation,The article highlights a collaboration between Microsoft and the university for joint research in AI and cybersecurity.,346
BGU,10.03.2025,גבולות אגני הניקוז משתנים מהר יותר בעקבות שינויי האקלים,https://www.bgu.ac.il/articles/drainage-basin-boundaries-are-changing-faster-due-to-climate-change/,cooperative,yes,no,international,geology;climate change;water management,The article highlights an international collaboration in research on geological and climatic phenomena.,469
BGU,04.03.2025,פרס החברה לכימיה הוענק לחוקרים מהאוניברסיטה,https://www.bgu.ac.il/articles/chemical-society-awards-for-2024/,competitive,no,yes,none,awards;recognition;chemistry,The article emphasizes awards and recognition given to outstanding scientists.,350
BGU,02.03.2025,אפס פליטת פחמן עד 2050?,https://www.bgu.ac.il/articles/zero-carbon-emissions-by-2050-additional-steps-needed-besides-technology/,mixed,yes,yes,inter-university;sustainability;population growth;technological innovation,The article discusses both cooperative research efforts and presents unique challenges faced by Israel compared to other countries.,ERR,337
BGU,02.03.2025,"נא להכיר: נועה דקל, יושבת ראש האגודה הסטודנטיאלית",https://www.bgu.ac.il/articles/noa-dekel-student-union/,cooperative,yes,no,inter-university,student support;community involvement;military service,The article focuses on collaboration with the university to support students returning from military service.,605
BGU,23.02.2025,נתונים מפתיעים על הסיכון לפציעות בקרב ילדים עם לקויות התפתחותיות,https://www.bgu.ac.il/articles/children-with-asd-less-likely-to-have-severe-injuries-than-those-with-adhd/,cooperative,yes,no,inter-university;industry,epidemiology;neurodevelopmental disorders;public health;child safety,The article highlights collaboration between universities and healthcare institutions for joint research.,353
BGU,19.02.2025,מרוטרי בהוקרה: פרס הצטיינות לאוניברסיטה על תרומתה לקידומה של מדינת ישראל,https://www.bgu.ac.il/articles/from-rotary-in-recognition-an-award-of-excellence-to-ben-gurion-university-of-the-negev/,neutral,no,no,none,recognition;events;community engagement,No signs of competition or collaboration were found.,225
BGU,17.02.2025,התגלו סוגים חדשים של תאי שומן בגוף האדם,https://www.bgu.ac.il/articles/new-types-of-fat-cells-have-been-discovered-in-the-human-body/,cooperative,yes,no,international,genetics;health;collaboration,The article emphasizes international collaboration among various universities for research purposes.,801
BGU,17.02.2025,"""לימדת אותנו שיעור בנחישות""",https://www.bgu.ac.il/articles/you-taught-us-a-lesson-in-determination/,neutral,no,no,none,community engagement;support,No signs of competition or collaboration were found.,212
BGU,17.02.2025,היכן יוצרו 'העתיקות המואביות'?,https://www.bgu.ac.il/articles/where-were-the-moabite-antiquities-produced/,neutral,yes,no,inter-university,archaeology;research collaboration;historical analysis,The article is informative and focuses on archaeological research without signs of competition or collaboration beyond inter-university cooperation.,1025
BGU,12.02.2025,האוניברסיטה מרחיבה את התמיכה במשרתי ומשרתות המילואים,https://www.bgu.ac.il/articles/support-for-students-in-reserve-services/,cooperative,yes,no,none,student welfare;military support;academic assistance,The article emphasizes the university's extensive support measures and collaborative efforts to aid reservist students.,355
BGU,11.02.2025,אבחון מאוחר של אוטיזם,https://www.bgu.ac.il/articles/late-autism-diagnosis-research/,mixed,yes,yes,inter-university,autism;diagnosis;early childhood;research methodology,The article highlights both collaboration with Boston Children's Hospital and the unique findings of the research.,355
BGU,06.02.2025,"הוענקו פרסי הצטיינות וחדשנות בהוראה לשנת תשפ""ד",https://www.bgu.ac.il/articles/excellence-in-teaching-awards-2025/,competitive,no,yes,none,academic excellence;military service;teaching innovation,The article emphasizes awards and recognition given to exceptional faculty for their teaching excellence and innovative practices.,377
BGU,03.02.2025,פרס ברונו היוקרתי לחוקרים מבטיחים הוענק לפרופ' יצחק מזרחי,https://www.bgu.ac.il/articles/prestigious-bruno-award-awarded-to-prof-yitzhak-mizrahi/,competitive,no,yes,none,awards;achievements;microbial ecology,The article emphasizes the prestigious award and outstanding achievements of Professor Mizrahi.,150
BGU,02.02.2025,נחתם הסכם שיתוף פעולה בין האוניברסיטה לבין אוניברסיטת אברבנאל בארגנטינה,https://www.bgu.ac.il/articles/cooperation-agreement-was-signed-between-bgu-and-the-university-of-abarbanal-in-argentina/,cooperative,yes,no,international,academic collaboration;innovation;interfaith studies;entrepreneurship,The article highlights a new international academic cooperation agreement with another university.,120
BGU,29.01.2025,הכנס הארצי הראשון לגיוון והכלה באקדמיה נערך באוניברסיטה,https://www.bgu.ac.il/articles/de-conference-2025/,cooperative,yes,no,inter-university,diversity;inclusion;challenges;academe;social_mobility,The article highlights cooperation between universities and organizations to promote diversity and inclusion.,354
BGU,27.01.2025,"הפרס החשוב ביותר לספרים בתחומי מדעי היהדות הוענק לד""ר אביעד מורנו",https://www.bgu.ac.il/articles/bgu-winners-of-national-jewish-book-awards/,competitive,no,yes,none,awards;Jewish studies;Middle Eastern studies;North African studies,The article emphasizes the winning of a prestigious award highlighting competition in the academic field.,263
BGU,23.01.2025,מנהלים בכירים ייעזרו ב-AI לפתרון סוגיות וייעול תהליכים,https://www.bgu.ac.il/articles/ai-for-managers/,neutral,no,no,none,artificial intelligence;executive education;technology integration,No signs of competition or collaboration were found.,232
BGU,23.01.2025,פסטיבל המחקר השלישי נערך בסימן חישוביות ומדעי הרוח,https://www.bgu.ac.il/articles/3rd-research-festival/,cooperative,yes,no,inter-university,artificial intelligence;interdisciplinary studies;research promotion,The article highlights interdisciplinary research promotion and collaboration with another university.,285
BGU,21.01.2025,הושקה מעבדה לפתרון סוגיות עירוניות ומרחביות באמצעים טכנולוגיים,https://www.bgu.ac.il/articles/nur/,cooperative,yes,no,international;inter-university,urban planning;sustainability;innovation,The article emphasizes international and inter-university collaboration for urban innovation.,598
BGU,21.01.2025,מסע בזמן: כיצד נוצרו התא המורכב הראשון בעולם?,https://www.bgu.ac.il/articles/archaea/,cooperative,yes,no,international,evolution;cell biology;archaea,The article highlights collaboration with international researchers from Germany.,295
BGU,20.01.2025,"אוניברסיטת בן-גוריון בנגב תארח את הכנס הקרוב מטעם האו""ם בנושא: 'נשים וחלל'",https://www.bgu.ac.il/articles/space/,cooperative,yes,no,international,women's empowerment;space;STEM;international collaboration,The article emphasizes international collaboration to promote gender equality in space-related fields.,221
BGU,19.01.2025,אין יותר ויכוח: מועדון הדיבייט של האוניברסיטה בצמרת העולמית,https://www.bgu.ac.il/articles/debate-champions-2024/,competitive,no,yes,none,debate;international competition;university representation,The article emphasizes the university's success in national and international debate competitions,495
BGU,08.01.2025,אקדמיה בעלייה:  יחידת עולים ראשונה מסוגה הוקמה באוניברסיטה,https://www.bgu.ac.il/articles/aliya-at-bgu/,cooperative,yes,no,inter-university,immigration;higher education;support systems,The article highlights cooperation with the Ministry of Aliyah and Integration to support new immigrant students.,348
BGU,05.01.2025,פרס מפעל חיים לפרופ' סמי בוסיבא,https://www.bgu.ac.il/articles/busiba/,competitive,no,yes,none,scientific_research;awards_and_recognition,The article emphasizes the scientist's prestigious international award and recognition.,161
BGU,31.12.2024,מעט מן האור דוחה הרבה מן החושך,https://www.bgu.ac.il/articles/light-2025/,neutral,no,no,none,holidays;celebration,No signs of competition or collaboration were found.,11
BGU,25.12.2024,מענק של 1.5 מיליון דולר מטעם קרן אלן הוענק לפרופ' אסף זריצקי,https://www.bgu.ac.il/articles/zaritsky-allen-distinguished-investigators-award/,cooperative,yes,no,international,biology;cell differentiation;microscopy;multidisciplinary collaboration,The article highlights a collaborative international research project involving multiple institutions.,368
BGU,25.12.2024,מחקר חדש: היכולת למלא אחר הוראות - מפתח קריטי להצלחת השיקום לאחר שבץ,https://www.bgu.ac.il/articles/research-following-instructions-key-to-stroke-rehabilitation/,neutral,yes,no,inter-university,cognitive impairment;stroke recovery;neuropsychology,The article is informative about a research study without emphasizing competition or collaboration.,423
BGU,24.12.2024,ים של הצלחות - בכנס מדעי שהתקיים בקמפוס אילת,https://www.bgu.ac.il/articles/sea-of-success-in-eilat/,cooperative,yes,no,inter-university;industry;international,marine science;innovation;education,The article highlights a collaboration between various institutions and organizations for a scientific conference.,140
BGU,19.12.2024,תודה על כל מה שנתתם,https://www.bgu.ac.il/articles/miluim/,cooperative,yes,no,none,scholarships;military service;student support,The article highlights the university's support for students through scholarships and appreciation events.,237
BGU,19.12.2024,מהמעבדה לסטארטאפ:  דוקטורנטים הופכים מחקר אקדמי לסטארטאפים,https://www.bgu.ac.il/articles/startup/,mixed,yes,yes,industry;research;innovation;entrepreneurship,The article highlights collaboration through a government-sponsored program and also emphasizes innovation and significant achievements of the participants.,ERR,508
BGU,17.12.2024,אבחון של...הורים: מערכת היחסים המורכבת בין מורים והורים,https://www.bgu.ac.il/articles/diagnosis-of-parents/,neutral,yes,no,none,education;parental_involvement;teacher_training,The article discusses both challenges and potential benefits of parent-teacher collaboration without a strong emphasis on either cooperation or competition.,529
BGU,15.12.2024,שיטה ייחודית מעולם הרפואה תציל את האלמוגים,https://www.bgu.ac.il/articles/unique-method-from-the-world-of-medicine-will-save-the-corals/,cooperative,yes,no,inter-university;international,marine_biology;climate_change;stem_cells;environmental_protection,The article highlights collaborative efforts between multiple universities to address environmental challenges through research.,626
BGU,15.12.2024,הגידו כן לזקן,https://www.bgu.ac.il/articles/say-yes-to-zaken/,neutral,yes,no,inter-university;government,conference;Negev development;government involvement,No signs of competition or collaboration were found.,291
BGU,15.12.2024,מסע בין כוכבים: תואר ראשון ושני בפיזיקה תוך ארבע שנים,https://www.bgu.ac.il/articles/star-trek-bachelors-and-masters-in-physics-in-four-years/,cooperative,yes,no,inter-university;industry;military,academic program;military cooperation;physics research,The article highlights a partnership between multiple institutions for a joint academic program.,308
BGU,10.12.2024,לתפארת בן-גוריון: האיחוד של נועה ארגמני והסטודנטים שפעלו לשחרורה,https://www.bgu.ac.il/articles/bengurionprize/,cooperative,yes,no,inter-university;community,awards;collaboration;students;leadership;rescue,The article highlights the collaborative efforts of students for a common cause.,717
BGU,05.12.2024,'לילה סגול' גם באוניברסיטת בן-גוריון בנגב  בסימן הצדעה לנפגעי המלחמה בגוף ובנפש,https://www.bgu.ac.il/articles/purple-night-3-12-2024/,cooperative,yes,no,none,community_support;awareness,The article highlights support and assistance initiatives for war victims and emphasizes collective goals and unity.,80
BGU,03.12.2024,פרס בוני ציון הוענק לפרופ' כרמי צ. מרגלית,https://www.bgu.ac.il/articles/boney-zion-prof-carmi/,mixed,yes,yes,international;education;award;immigration,The article highlights an international award recognizing contributions in various fields while emphasizing the significance of unique contributions by immigrants.,ERR,719
BGU,01.12.2024,איזה מודל  AIמפענח מידע רפואי בצורה הטובה ביותר?,https://www.bgu.ac.il/articles/which-ai-model-best-deciphers-medical-information/,mixed,no,yes,none,AI;medical;research;evaluation,The article discusses both the evaluation of language models and the capabilities of specific models,479
BGU,28.11.2024,"סכנה מבפנים: איך חיים עם מלחמה, טראומה וחשיפה לאלימות?",https://www.bgu.ac.il/articles/international-day-for-the-elimination-of-violence-against-women-2024/,mixed,yes,no,none,gender;violence;war impact,The article discusses collaboration in combating violence against women during war but doesn't highlight competition.,667
BGU,27.11.2024,מקבלי אות בן-גוריון,https://www.bgu.ac.il/articles/prizes/,mixed,yes,yes,inter-university;international,academic awards;social impact;community engagement;innovation,The article highlights both the honoring of individuals for unique contributions (competitive) and the collaborative efforts and partnerships for social impact (cooperative).,1435
BGU,25.11.2024,"דו""ח מצב בריאות הנפש של ילדי ישראל לאחר אירועי השבעה באוקטובר הוגש לנשיא המדינה",https://www.bgu.ac.il/articles/report-on-state-of-mental-health-of-the-children-of-israel-after-7-10-events-submitted-to-president-of-israel/,cooperative,yes,no,inter-university,mental health;children;education;policy;collaboration,The article emphasizes a joint effort involving multiple researchers and institutions to address children's mental health.,261
BGU,20.11.2024,איפה ישנם עוד אנשים כמו האיש ההוא,https://www.bgu.ac.il/articles/yadlin-11-24/,neutral,no,no,none,memorial;tribute;education,The article is purely informational,288
BGU,19.11.2024,"מחקר כזירת זיכרון: הסטודנטית נרצחה ב-7 באוקטובר, מחקרה הוצג כעבור שנה באוניברסיטת אוקספורד",https://www.bgu.ac.il/articles/research-as-an-arena-of-memory/,neutral,no,no,none,memorial;tragedy;remembrance,No signs of competition or collaboration were found.,423
BGU,19.11.2024,כובשת את החלל,https://www.bgu.ac.il/articles/conquering-space/,cooperative,yes,no,international;inter-university,space;remote sensing;international collaboration;climate change,The article emphasizes international collaboration through Dr. Maman's role in the IAF and satellite data projects.,256
BGU,13.11.2024,מה עוזר לקהילות העוטף להתמודד עם הטראומה?,https://www.bgu.ac.il/articles/gazacommunities/,mixed,no,no,none,psychology;community resilience;conflict management,The article includes elements of both research findings and a focus on community resilience without clear domination of either competition or collaboration.,479
BGU,13.11.2024,גילוי חדש על קרום התא: איך זה ישפיע על הבריאות שלנו?,https://www.bgu.ac.il/articles/membrane/,cooperative,yes,no,inter-university,cellular processes;viscosity;biotechnology,The article emphasizes collaboration between universities in conducting research.,356
BGU,10.11.2024,הדאגה משינויי האקלים חוצה מחנות פוליטיים,https://www.bgu.ac.il/articles/new-survey-by-the-national-institute-for-climate-policy-research-at-ben-gurion-university-of-the-negev-found-an-absolute-majority-of-the-israeli-public-fears-climate-change-concern-about-climate-change-crosses-political-lines/,cooperative,yes,no,inter-university,climate change;public opinion;environmental policy,The article highlights collaboration in conducting the survey between different research entities within the university.,743
BGU,06.11.2024,במשך 15 שנה הציבור שילם על הטבה לא אפקטיבית,https://www.bgu.ac.il/articles/israeli-public-paid-for-ineffective-benefit-green-tax-reform-for-15-years-time-to-revamp/,neutral,no,no,none,environment;policy;transportation,No signs of competition or collaboration were found.,519
BGU,05.11.2024,מחברים בין עשייה ומחקר בחינוך,https://www.bgu.ac.il/articles/connecting-action-and-research-in-education/,cooperative,yes,no,inter-university;industry;international,education;social_impact;academic_research,The article highlights multiple partnerships among universities,344
BGU,04.11.2024,בקרת הסוכר בגוף האדם- מרכיב דרמטי בהאטת הזדקנות המוח בעזרת תזונה,https://www.bgu.ac.il/articles/sugar-control-in-human-body-a-dramatic-component-in-slowing-brain-aging/,cooperative,yes,no,international,aging;nutrition;brain health;international collaboration,The article highlights international collaboration in a large-scale research project.,618
BGU,03.11.2024,האוניברסיטה מציגה: הצטיינות בכל החזיתות,https://www.bgu.ac.il/articles/ben-gurion-university-of-the-negev-presents-excellence-on-all-fronts/,cooperative,yes,no,inter-university;community support,education;military service;community support;geopolitical awareness;medical education,The article highlights the university's efforts to support students serving in the military and emphasizes community support and cooperation.,613
BGU,29.10.2024,נשים נרתעות לחלוק משוב שלילי באתרי צרכנות מקוונים,https://www.bgu.ac.il/articles/study-reveals-gender-rating-gap-in-online-reviews/,cooperative,yes,no,inter-university,gender studies;online reviews;social behavior,The article highlights joint research between multiple universities.,703
BGU,28.10.2024,התפקיד האימהי בעת חשיפה לאירוע טראומטי,https://www.bgu.ac.il/articles/the-maternal-role-during-exposure-to-a-traumatic-event/,cooperative,yes,no,international,psychology;parenting;mental health;security,The article emphasizes collaboration between researchers and international funding support.,749
BGU,28.10.2024,"לקראת הבחירות בארה""ב: כיצד נוכל לזהות ""פייק ניוז""?",https://www.bgu.ac.il/articles/new-machine-learning-model-identifies-fake-news-sources-more-reliably/,neutral,yes,no,none,technology;machine learning;fact-checking,No signs of competition or collaboration were found.,364
BGU,27.10.2024,פרידה מענק: פרופסור עמוס ריצ'מונד הלך לעולמו,https://www.bgu.ac.il/articles/richmondamos/,cooperative,yes,no,inter-university;international,history;recognition;contributions;academia;collaboration,The article highlights collaboration between Amos Richmond and Yehiel Admoni in establishing desert research institutes.,279
BGU,27.10.2024,מענק יוקרתי מטעם הקרן הלאומית למדע לפרופ' יגאל מאיר,https://www.bgu.ac.il/articles/from-physics-laboratories-to-national-science-foundation-grant/,competitive,no,yes,none,quantum computing;research funding;scientific achievements,The article emphasizes significant achievements and prestigious funding in quantum research.,152
BGU,13.10.2024,כיצד השפיעו שימוש בסמים ואלכוהול על בריאות הנפש של ניצולי הנובה?,https://www.bgu.ac.il/articles/did-the-use-of-drugs-and-alcohol-affect-the-mental-health-of-the-nova-survivors/,cooperative,yes,no,inter-university,psychology;mental health;trauma;substance use;collaboration,The article highlights a joint study between Ben-Gurion University and Sheba Medical Center on trauma responses.,617
BGU,13.10.2024,פרופ' שי ארנון מונה למנהל מכון צוקרברג לחקר המים,https://www.bgu.ac.il/articles/prof-shay-arnon-appointed-director-of-the-zuckerberg-institute-for-water-research/,cooperative,yes,no,international,water research;sustainability;education,The article emphasizes collaboration and leadership in international water research efforts.,156
BGU,10.10.2024,"דו""ח מיוחד: תיעוד החמ""לים הקדמיים בשבעה באוקטובר",https://www.bgu.ac.il/articles/documentation-of-frontal-commanders-on-7-10-23/,neutral,yes,no,none,military;gender studies;reporting,The article focuses on research and findings without highlighting collaboration or competition.,1301
BGU,09.10.2024,פרס מפעל חיים לפרופ' אמיר שגיא במלזיה,https://www.bgu.ac.il/articles/prof-amir-sagi-receives-lifetime-achievement-award/,mixed,yes,yes,international,biotechnology;hormone research;international relations,The article highlights both international cooperation in research and the competitive aspect of receiving a prestigious award.,387
BGU,29.09.2024,מחקר למען נשים שנפגעו בטחונית ומינית,https://www.bgu.ac.il/articles/victims-of-sexual-activity-living-in-the-gaza-envelope-experience-a-double-harm/,mixed,yes,no,inter-university,trauma;community resilience;mental health,The article discusses a collaborative research between academic institutions but primarily focuses on the findings rather than competitive aspects.,757
BGU,29.09.2024,חדש: חטיבת מוזיקה באוניברסיטה,https://www.bgu.ac.il/articles/new-music-in-arts/,neutral,no,no,none,music;education;appointments,No signs of competition or collaboration were found.,272
BGU,29.09.2024,מי מפחד מקורסי אנגלית?,https://www.bgu.ac.il/articles/english/,neutral,no,no,none,language education;skills development,No signs of competition or collaboration were found.,318
BGU,23.09.2024,"תמר זנדברג תשמש כיו""ר ארגוני הגג של ארגוני הסביבה בישראל",https://www.bgu.ac.il/articles/tamarzan/,mixed,yes,yes,inter-university,environment;policy;sustainability;climate change,The article highlights both cooperation in environmental efforts and individual achievements in academia.,420
BGU,15.09.2024,כנס שדה בוקר ה-24 של אוניברסיטת בן-גוריון,https://www.bgu.ac.il/articles/sedeboqersymposium/,cooperative,yes,no,inter-university;international,energy;solar;innovation;research,The article emphasizes collaboration and shared goals in renewable energy advancements and symposium discussions.,266
